failure_id,machine_id,failure_date,failure_mode,downtime_hrs,repair_hrs,technician_id,root_cause,corrective_action,component,failure_type,technician_type,part_replaced,part_cost_usd,part_lead_time_days,time_to_diagnose_hrs
F00743,CNC-B1,2024-09-09,Drive fault,2.3,2.21,TECH-001,Operator error,Operator retraining,servo_drive,electrical,electrical,servo_driver_board,1199.12,13,0.68
F00744,CNC-B1,2024-09-13,Spindle fault,4.6,2.0,TECH-007,Lack of preventive maintenance,Design modification,spindle,mechanical,mechanical,spindle_bearing,185.11,4,0.38
F00745,CNC-B1,2024-09-16,Spindle fault,3.56,1.37,TECH-005,Calibration drift,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,271.44,7,0.41
F00746,CNC-B1,2024-10-02,Spindle fault,3.46,2.35,TECH-007,Design limitation,Design modification,spindle,mechanical,mechanical,spindle_bearing,256.96,8,0.58
F00747,CNC-B1,2024-10-20,Axis calibration error,2.69,1.67,TECH-008,Operator error,Vendor notified,servo_drive,software,automation,encoder_sensor,201.1,5,0.57
F00748,CNC-B1,2024-10-25,Drive fault,3.84,3.47,TECH-003,Overloading,Operator retraining,servo_drive,electrical,electrical,servo_driver_board,846.41,14,1.45
F00749,CNC-B1,2024-10-27,Spindle fault,4.27,2.9,TECH-008,Operator error,PM schedule updated,spindle,mechanical,mechanical,spindle_bearing,198.83,8,0.86
F00750,CNC-B1,2024-10-29,Spindle fault,2.57,2.09,TECH-002,Operator error,Part replacement,spindle,mechanical,mechanical,spindle_bearing,376.11,5,0.6
F00751,CNC-B1,2024-11-07,Axis calibration error,3.12,2.62,TECH-003,Overloading,Design modification,servo_drive,software,automation,encoder_sensor,192.79,7,0.95
F00752,CNC-B1,2024-11-10,Drive fault,3.57,1.57,TECH-003,Component wear,Recalibration,servo_drive,electrical,electrical,servo_driver_board,860.46,7,0.57
F00753,CNC-B1,2024-11-11,Coolant leak,3.15,2.23,TECH-008,Design limitation,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_pump_seal,59.34,2,0.31
F00754,CNC-B1,2024-11-12,Tool breakage,5.08,1.95,TECH-005,Lack of preventive maintenance,Operator retraining,tool_changer,mechanical,mechanical,tool_insert_set,98.68,2,0.16
F00755,CNC-B1,2024-11-17,Drive fault,1.84,2.81,TECH-008,Material defect,Recalibration,servo_drive,electrical,electrical,servo_driver_board,698.01,10,0.81
F00756,CNC-B1,2024-11-23,Tool breakage,2.51,2.89,TECH-001,Material defect,Design modification,tool_changer,mechanical,mechanical,tool_insert_set,107.29,1,0.27
F00757,CNC-B1,2024-11-25,Spindle fault,2.29,2.05,TECH-001,Component wear,Recalibration,spindle,mechanical,mechanical,spindle_bearing,179.25,3,0.48
F00758,CNC-B1,2024-11-26,Tool breakage,3.09,3.06,TECH-005,Contamination,Part replacement,tool_changer,mechanical,mechanical,tool_insert_set,36.8,3,0.25
F00759,CNC-B1,2024-11-27,Coolant leak,2.9,2.97,TECH-003,Calibration drift,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_pump_seal,38.97,1,0.38
F00760,CNC-B1,2024-12-03,Coolant leak,3.7,2.7,TECH-006,Contamination,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_pump_seal,32.03,2,0.28
F00761,CNC-B1,2024-12-15,Tool breakage,3.45,1.72,TECH-005,Calibration drift,Recalibration,tool_changer,mechanical,mechanical,tool_insert_set,84.45,3,0.23
F00762,CNC-B1,2024-12-16,Axis calibration error,3.84,2.41,TECH-004,Material defect,Design modification,servo_drive,software,automation,encoder_sensor,105.98,3,1.02
F00763,CNC-B1,2024-12-17,Drive fault,1.25,2.12,TECH-002,Calibration drift,Vendor notified,servo_drive,electrical,electrical,servo_driver_board,783.52,11,0.56
F00764,CNC-B1,2024-12-25,Coolant leak,5.61,2.14,TECH-007,Contamination,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_pump_seal,77.77,2,0.41
F00765,CNC-B1,2024-12-30,Spindle fault,4.14,2.78,TECH-008,Calibration drift,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,122.86,6,0.79
F00766,CNC-B1,2025-01-11,Coolant leak,3.82,2.53,TECH-004,Lack of preventive maintenance,Part replacement,coolant_system,hydraulic,hydraulic,coolant_pump_seal,62.07,1,0.29
F00767,CNC-B1,2025-01-12,Spindle fault,3.06,2.6,TECH-007,Overloading,Part replacement,spindle,mechanical,mechanical,spindle_bearing,172.73,7,0.67
F00768,CNC-B1,2025-01-15,Tool breakage,2.25,2.5,TECH-004,Design limitation,PM schedule updated,tool_changer,mechanical,mechanical,tool_insert_set,85.95,2,0.36
F00769,CNC-B1,2025-01-26,Coolant leak,3.01,3.42,TECH-001,Operator error,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_pump_seal,58.63,2,0.51
F00770,CNC-B1,2025-01-29,Tool breakage,2.49,3.24,TECH-003,Material defect,PM schedule updated,tool_changer,mechanical,mechanical,tool_insert_set,65.57,1,0.23
F00771,CNC-B1,2025-02-11,Axis calibration error,4.21,2.5,TECH-001,Component wear,Operator retraining,servo_drive,software,automation,encoder_sensor,91.21,3,1.11
F00772,CNC-B1,2025-02-12,Coolant leak,1.73,3.07,TECH-008,Overloading,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_pump_seal,29.14,2,0.44
F00773,CNC-B1,2025-02-13,Coolant leak,2.29,2.7,TECH-001,Material defect,Design modification,coolant_system,hydraulic,hydraulic,coolant_pump_seal,67.93,1,0.48
F00774,CNC-B1,2025-02-21,Coolant leak,3.9,1.68,TECH-002,Component wear,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_pump_seal,78.25,2,0.29
F00775,CNC-B1,2025-03-06,Drive fault,2.93,3.26,TECH-003,Overloading,Recalibration,servo_drive,electrical,electrical,servo_driver_board,527.1,13,1.21
F00776,CNC-B1,2025-03-12,Coolant leak,4.28,2.1,TECH-001,Design limitation,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_pump_seal,43.23,2,0.22
F00777,CNC-B1,2025-03-13,Coolant leak,3.94,2.42,TECH-004,Design limitation,Recalibration,coolant_system,hydraulic,hydraulic,coolant_pump_seal,41.86,2,0.34
F00778,CNC-B1,2025-03-14,Tool breakage,3.68,1.85,TECH-008,Lack of preventive maintenance,Operator retraining,tool_changer,mechanical,mechanical,tool_insert_set,50.02,2,0.25
F00779,CNC-B1,2025-03-31,Axis calibration error,3.79,3.22,TECH-005,Contamination,Recalibration,servo_drive,software,automation,encoder_sensor,209.97,5,1.56
F00780,CNC-B1,2025-04-11,Drive fault,5.31,3.72,TECH-003,Material defect,Vendor notified,servo_drive,electrical,electrical,servo_driver_board,463.4,7,1.62
F00781,CNC-B1,2025-04-12,Tool breakage,2.08,3.53,TECH-001,Design limitation,Part replacement,tool_changer,mechanical,mechanical,tool_insert_set,115.91,2,0.45
F00782,CNC-B1,2025-04-20,Axis calibration error,3.06,2.67,TECH-001,Operator error,Design modification,servo_drive,software,automation,encoder_sensor,215.98,3,1.28
F00783,CNC-B2,2024-01-10,Spindle fault,5.44,3.35,TECH-006,Material defect,Recalibration,spindle,mechanical,mechanical,spindle_bearing,372.38,4,0.54
F00784,CNC-B2,2024-01-12,Tool breakage,2.22,2.98,TECH-005,Component wear,Recalibration,tool_changer,mechanical,mechanical,tool_insert_set,107.23,2,0.33
F00785,CNC-B2,2024-01-14,Drive fault,5.17,3.29,TECH-002,Material defect,Design modification,servo_drive,electrical,electrical,servo_driver_board,911.05,9,1.2
F00786,CNC-B2,2024-01-16,Coolant leak,3.62,3.52,TECH-004,Component wear,Part replacement,coolant_system,hydraulic,hydraulic,coolant_pump_seal,37.52,2,0.61
F00787,CNC-B2,2024-01-18,Tool breakage,4.77,2.7,TECH-003,Lack of preventive maintenance,Operator retraining,tool_changer,mechanical,mechanical,tool_insert_set,41.38,3,0.36
F00788,CNC-B2,2024-02-02,Tool breakage,4.74,3.4,TECH-007,Overloading,Recalibration,tool_changer,mechanical,mechanical,tool_insert_set,75.16,3,0.34
F00789,CNC-B2,2024-02-10,Axis calibration error,4.89,2.63,TECH-006,Design limitation,PM schedule updated,servo_drive,software,automation,encoder_sensor,127.15,7,1.17
F00790,CNC-B2,2024-02-21,Drive fault,3.51,2.27,TECH-002,Calibration drift,Design modification,servo_drive,electrical,electrical,servo_driver_board,726.74,14,0.65
F00791,CNC-B2,2024-02-22,Axis calibration error,4.67,1.87,TECH-002,Calibration drift,PM schedule updated,servo_drive,software,automation,encoder_sensor,114.64,6,0.91
F00792,CNC-B2,2024-02-29,Spindle fault,3.57,2.51,TECH-004,Component wear,Design modification,spindle,mechanical,mechanical,spindle_bearing,310.88,5,0.46
F00793,CNC-B2,2024-03-01,Coolant leak,3.44,3.51,TECH-006,Calibration drift,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_pump_seal,81.29,2,0.65
F00794,CNC-B2,2024-03-02,Axis calibration error,2.96,3.29,TECH-003,Design limitation,PM schedule updated,servo_drive,software,automation,encoder_sensor,117.63,4,1.39
F00795,CNC-B2,2024-03-08,Tool breakage,4.15,3.41,TECH-006,Operator error,PM schedule updated,tool_changer,mechanical,mechanical,tool_insert_set,113.77,1,0.41
F00796,CNC-B2,2024-03-13,Drive fault,3.03,3.59,TECH-004,Component wear,Operator retraining,servo_drive,electrical,electrical,servo_driver_board,1190.48,7,1.01
F00797,CNC-B2,2024-03-16,Drive fault,2.89,4.19,TECH-007,Overloading,Design modification,servo_drive,electrical,electrical,servo_driver_board,516.3,11,1.33
F00798,CNC-B2,2024-03-26,Tool breakage,3.16,3.07,TECH-008,Operator error,Design modification,tool_changer,mechanical,mechanical,tool_insert_set,41.06,3,0.3
F00799,CNC-B2,2024-04-01,Axis calibration error,3.64,3.46,TECH-003,Design limitation,Operator retraining,servo_drive,software,automation,encoder_sensor,186.76,3,1.27
F00800,CNC-B2,2024-04-02,Axis calibration error,5.21,3.94,TECH-006,Calibration drift,Vendor notified,servo_drive,software,automation,encoder_sensor,199.17,4,1.59
F00801,CNC-B2,2024-04-09,Drive fault,5.33,3.84,TECH-001,Component wear,Vendor notified,servo_drive,electrical,electrical,servo_driver_board,1082.05,5,1.69
F00802,CNC-B2,2024-04-10,Drive fault,2.9,3.08,TECH-008,Material defect,Recalibration,servo_drive,electrical,electrical,servo_driver_board,938.1,9,0.84
F00803,CNC-B2,2024-04-17,Coolant leak,3.33,3.96,TECH-007,Contamination,Part replacement,coolant_system,hydraulic,hydraulic,coolant_pump_seal,82.88,3,0.45
F00804,CNC-B2,2024-04-22,Spindle fault,2.96,2.71,TECH-005,Lack of preventive maintenance,PM schedule updated,spindle,mechanical,mechanical,spindle_bearing,159.7,5,0.69
F00805,CNC-B2,2024-05-07,Drive fault,3.88,3.19,TECH-006,Operator error,PM schedule updated,servo_drive,electrical,electrical,servo_driver_board,485.53,10,0.89
F00806,CNC-B2,2024-05-20,Axis calibration error,3.98,4.19,TECH-006,Overloading,Operator retraining,servo_drive,software,automation,encoder_sensor,144.55,4,1.6
F00807,CNC-B2,2024-05-23,Axis calibration error,2.48,2.94,TECH-003,Material defect,Design modification,servo_drive,software,automation,encoder_sensor,155.45,4,0.9
F00808,CNC-B2,2024-05-26,Spindle fault,5.47,2.64,TECH-005,Component wear,Recalibration,spindle,mechanical,mechanical,spindle_bearing,279.74,4,0.54
F00809,CNC-B2,2024-05-27,Axis calibration error,3.52,2.91,TECH-007,Component wear,Part replacement,servo_drive,software,automation,encoder_sensor,172.93,6,0.88
F00810,CNC-B2,2024-05-28,Drive fault,4.5,2.01,TECH-007,Component wear,Operator retraining,servo_drive,electrical,electrical,servo_driver_board,636.22,6,0.69
F00811,CNC-B2,2024-06-01,Coolant leak,2.85,2.98,TECH-004,Component wear,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_pump_seal,52.43,3,0.41
F00812,CNC-B2,2024-06-07,Spindle fault,2.2,2.62,TECH-005,Overloading,Design modification,spindle,mechanical,mechanical,spindle_bearing,257.91,7,0.63
F00813,CNC-B2,2024-06-12,Axis calibration error,4.1,3.24,TECH-006,Operator error,Design modification,servo_drive,software,automation,encoder_sensor,87.95,6,1.2
F00814,CNC-B2,2024-06-16,Drive fault,3.65,2.87,TECH-005,Calibration drift,Design modification,servo_drive,electrical,electrical,servo_driver_board,765.96,10,0.78
F00815,CNC-B2,2024-06-17,Axis calibration error,4.16,3.02,TECH-002,Design limitation,Design modification,servo_drive,software,automation,encoder_sensor,190.68,7,0.92
F00816,CNC-B2,2024-06-18,Axis calibration error,2.92,4.12,TECH-008,Calibration drift,Design modification,servo_drive,software,automation,encoder_sensor,166.19,7,1.87
F00817,CNC-B2,2024-06-26,Coolant leak,1.69,3.97,TECH-005,Component wear,Part replacement,coolant_system,hydraulic,hydraulic,coolant_pump_seal,45.66,3,0.65
F00818,CNC-B2,2024-07-03,Drive fault,3.17,2.89,TECH-005,Lack of preventive maintenance,Vendor notified,servo_drive,electrical,electrical,servo_driver_board,1146.87,12,1.29
F00819,CNC-B2,2024-07-07,Coolant leak,3.99,3.38,TECH-001,Design limitation,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_pump_seal,30.63,2,0.52
F00820,CNC-B2,2024-07-08,Coolant leak,1.97,3.16,TECH-005,Component wear,Design modification,coolant_system,hydraulic,hydraulic,coolant_pump_seal,37.1,2,0.42
F00821,CNC-B2,2024-07-10,Tool breakage,3.94,3.12,TECH-003,Component wear,Vendor notified,tool_changer,mechanical,mechanical,tool_insert_set,118.95,1,0.3
F00822,CNC-B2,2024-07-13,Spindle fault,4.11,2.73,TECH-008,Component wear,Design modification,spindle,mechanical,mechanical,spindle_bearing,339.09,3,0.54
F00823,CNC-B2,2024-07-26,Spindle fault,3.62,3.42,TECH-003,Calibration drift,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,244.75,3,0.76
F00824,CNC-B2,2024-08-04,Spindle fault,3.92,3.89,TECH-004,Contamination,Part replacement,spindle,mechanical,mechanical,spindle_bearing,154.04,8,0.61
F00825,CNC-B2,2024-08-10,Spindle fault,3.86,2.88,TECH-008,Overloading,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,365.81,8,0.65
F00826,CNC-B2,2024-08-12,Drive fault,3.8,2.13,TECH-004,Overloading,Vendor notified,servo_drive,electrical,electrical,servo_driver_board,518.03,7,0.71
F00827,CNC-B2,2024-08-20,Axis calibration error,3.31,3.26,TECH-001,Design limitation,Operator retraining,servo_drive,software,automation,encoder_sensor,210.56,6,1.61
F00828,CNC-B2,2024-08-23,Tool breakage,3.37,3.92,TECH-002,Contamination,Operator retraining,tool_changer,mechanical,mechanical,tool_insert_set,57.0,2,0.39
F00829,CNC-B2,2024-08-29,Coolant leak,3.4,2.78,TECH-005,Operator error,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_pump_seal,81.29,1,0.36
F00830,CNC-B2,2024-09-05,Spindle fault,2.56,3.9,TECH-004,Contamination,Vendor notified,spindle,mechanical,mechanical,spindle_bearing,342.42,5,0.81
F00831,CNC-B2,2024-09-12,Tool breakage,4.36,3.93,TECH-002,Lack of preventive maintenance,Operator retraining,tool_changer,mechanical,mechanical,tool_insert_set,80.11,3,0.27
F00832,CNC-B2,2024-09-13,Spindle fault,4.67,3.62,TECH-005,Design limitation,Recalibration,spindle,mechanical,mechanical,spindle_bearing,198.36,8,0.56
F00833,CNC-B2,2024-09-14,Drive fault,3.6,3.05,TECH-004,Operator error,Vendor notified,servo_drive,electrical,electrical,servo_driver_board,743.88,10,1.18
F00834,CNC-B2,2024-10-05,Axis calibration error,4.96,3.65,TECH-003,Operator error,Vendor notified,servo_drive,software,automation,encoder_sensor,109.48,4,1.59
F00835,CNC-B2,2024-10-06,Tool breakage,3.45,4.1,TECH-008,Design limitation,Operator retraining,tool_changer,mechanical,mechanical,tool_insert_set,57.4,2,0.35
F00836,CNC-B2,2024-10-13,Coolant leak,3.03,2.25,TECH-003,Operator error,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_pump_seal,72.44,2,0.33
F00837,CNC-B2,2024-10-23,Tool breakage,3.2,3.59,TECH-005,Design limitation,Recalibration,tool_changer,mechanical,mechanical,tool_insert_set,65.71,1,0.38
F00838,CNC-B2,2024-10-26,Drive fault,1.64,3.28,TECH-007,Component wear,Vendor notified,servo_drive,electrical,electrical,servo_driver_board,610.37,13,1.41
F00839,CNC-B2,2024-10-30,Spindle fault,4.86,4.06,TECH-002,Calibration drift,Vendor notified,spindle,mechanical,mechanical,spindle_bearing,209.09,7,0.91
F00840,CNC-B2,2024-10-31,Coolant leak,4.2,3.25,TECH-008,Lack of preventive maintenance,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_pump_seal,35.68,1,0.4
F00841,CNC-B2,2024-11-01,Axis calibration error,2.42,2.05,TECH-005,Component wear,Vendor notified,servo_drive,software,automation,encoder_sensor,185.86,4,0.95
F00842,CNC-B2,2024-11-03,Axis calibration error,3.78,3.23,TECH-008,Overloading,Operator retraining,servo_drive,software,automation,encoder_sensor,211.48,3,1.36
F00843,CNC-B2,2024-11-15,Drive fault,4.17,2.1,TECH-004,Lack of preventive maintenance,Operator retraining,servo_drive,electrical,electrical,servo_driver_board,982.77,9,0.94
F00844,CNC-B2,2024-12-05,Drive fault,4.3,2.53,TECH-006,Contamination,Vendor notified,servo_drive,electrical,electrical,servo_driver_board,706.15,12,0.71
F00845,CNC-B2,2024-12-07,Tool breakage,6.92,3.94,TECH-006,Contamination,Part replacement,tool_changer,mechanical,mechanical,tool_insert_set,79.13,3,0.27
F00846,CNC-B2,2024-12-19,Spindle fault,3.89,2.67,TECH-003,Lack of preventive maintenance,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,279.41,6,0.41
F00847,CNC-B2,2024-12-26,Tool breakage,3.55,3.81,TECH-006,Calibration drift,Part replacement,tool_changer,mechanical,mechanical,tool_insert_set,113.85,2,0.21
F00848,CNC-B2,2025-01-09,Tool breakage,3.26,3.36,TECH-004,Lack of preventive maintenance,Vendor notified,tool_changer,mechanical,mechanical,tool_insert_set,44.2,1,0.25
F00849,CNC-B2,2025-02-15,Drive fault,3.91,3.83,TECH-005,Calibration drift,Design modification,servo_drive,electrical,electrical,servo_driver_board,655.43,13,1.17
F00850,CNC-B2,2025-03-09,Tool breakage,4.79,1.66,TECH-001,Contamination,Part replacement,tool_changer,mechanical,mechanical,tool_insert_set,51.4,1,0.15
F00851,CNC-B2,2025-03-11,Spindle fault,3.66,2.56,TECH-008,Component wear,Vendor notified,spindle,mechanical,mechanical,spindle_bearing,220.14,8,0.51
F00852,CNC-B2,2025-03-16,Spindle fault,4.07,3.12,TECH-008,Lack of preventive maintenance,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,143.33,5,0.48
F00853,CNC-B2,2025-03-31,Spindle fault,3.31,2.88,TECH-001,Component wear,Vendor notified,spindle,mechanical,mechanical,spindle_bearing,172.55,4,0.86
F00854,CNC-B2,2025-04-01,Axis calibration error,3.24,4.26,TECH-003,Operator error,Part replacement,servo_drive,software,automation,encoder_sensor,210.35,6,1.71
F00855,CNC-B2,2025-04-02,Tool breakage,2.74,2.7,TECH-004,Overloading,PM schedule updated,tool_changer,mechanical,mechanical,tool_insert_set,80.21,3,0.34
F00856,CNC-B2,2025-04-13,Coolant leak,5.28,3.09,TECH-002,Component wear,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_pump_seal,75.41,1,0.57
F00857,CNC-B2,2025-04-25,Drive fault,4.28,2.15,TECH-003,Contamination,Part replacement,servo_drive,electrical,electrical,servo_driver_board,1121.63,6,0.87
F00858,CNC-B2,2025-04-26,Coolant leak,4.47,3.71,TECH-003,Calibration drift,Recalibration,coolant_system,hydraulic,hydraulic,coolant_pump_seal,78.0,2,0.49
F00859,CNC-B3,2024-01-02,Drive fault,6.35,4.67,TECH-007,Component wear,Part replacement,servo_drive,electrical,electrical,servo_driver_board,1146.93,9,2.1
F00860,CNC-B3,2024-01-14,Tool breakage,4.68,3.84,TECH-005,Overloading,Vendor notified,tool_changer,mechanical,mechanical,tool_insert_set,100.46,1,0.23
